,cast,genres,movie_id,original_title,overview
8125,"['Dev Anand', 'Hema Malini', 'Prem Nath']","['Crime', 'Drama', 'Romance']",tt0154663,jaaneman,A taxi-driver must unravel the mystery surrounding the woman he loves.
8126,"['Vijay Arora', 'Bindiya Goswami', 'Rakesh Pandey']","['Drama', 'Family']",tt0392187,jeevan jyoti,Shekhar  a rich man's son marries Laxmi  to prevent an embarrassing situation for her  when the bridegroom  his friend  is arrested for being associated with a gang. Suspicion against his ...                    
8127,"['Feroz Khan', 'Rekha', 'Kamini Kaushal']","['Action', 'Adventure', 'Crime']",tt0367918,kabeela,Shobha lives a poor lifestyle along with her widower dad  Murari  in a village. One day a gypsy  Mangal  comes to her rescue when she is being chased by a bull  both continue to meet and ...                    
8128,"['Amitabh Bachchan', 'Shashi Kapoor', 'Rakhee Gulzar']","['Drama', 'Romance']",tt0074730,kabhie kabhie,Kabhi Kabhie is a movie about the love story of generations and how a chain of events brings together old lovers as friends.
8129,"['Shatrughan Sinha', 'Reena Roy', 'Ajit']","['Action', 'Adventure', 'Crime']",tt0214832,kalicharan,A police officer goes undercover to catch a wealthy and reputable person who is involved in criminal activities.
8130,"['Raj Kapoor', 'Shatrughan Sinha', 'Mithu Mukherjee']","['Action', 'Crime', 'Drama']",tt0215898,khaan dost,Naive  simple-minded Ramdin Pandey lives a poor lifestyle in Nasik  India  along with his sister  Shanti  and works as a Havaldar in the Nasik Central Jail. He arranges Shanti's marriage ...                    
8131,"['Vinod Khanna', 'Yogeeta Bali', '']",['Action'],tt0431873,lagaam,Bhima  a strong and brave youth  according to an oath given to his mother renounces violence. This makes him suffer humiliation and indignity at the hands of Sambha - a gang leader. Finding...                    
8132,"['Rishi Kapoor', 'Ranjeeta Kaur', 'Danny Denzongpa']","['Drama', 'Musical', 'Romance']",tt0266712,laila majnu,Kaish Amari comes from a wealthy Islamic family. At the tender age of six he is sent to school and gets friendly with a young girl named Laila. Both of them become close friends  so much so...                    
8133,"['Shashi Kapoor', 'Shabana Azmi', 'Asrani']","['Action', 'Drama', 'Thriller']",tt0298327,fakira,In order to help the poor and needy; Vijay alias Fakira rob a gang leader  Chimanlal on multiple occasions of his cash and smuggled goods. This makes him a target of the police and ...                    
8134,"['Dharmendra', 'Hema Malini', 'Nirupa Roy']","['Drama', 'Family']",tt0276309,maa,Vijay lives with his mother in a palatial house deep in the jungles in South India where he makes a living trapping animals for circuses  zoos - both nationally and internationally. He ...                    
8135,"['Rajesh Khanna', 'Neetu Singh', 'Prem Chopra']","['Action', 'Comedy', 'Drama']",tt0155846,maha chor,Orphaned at a young age  Neetu Singh lives a wealthy lifestyle in Raigadh in a palace which is presided over by her aunt  Rani Maa  and Neetu's paternal uncle  Rajan Singh. She travels and ...                    
8136,"['Randhir Kapoor', 'Parveen Babi', 'Manmohan Krishna']",['Drama'],tt0374033,mazdoor zindabaad,Ram and Sita Singh have been married for several years and have two children  a son and daughter  named Bhola and Munni respectively. With the exception of tiny Munni  the entire family has...                    
8137,"['Rajesh Khanna', 'Hema Malini', 'Prem Chopra']","['Drama', 'Romance']",tt0268449,mehbooba,A singer by profession  Suraj (Rajesh Khanna) gets stranded in resthouse in the coutnryside during a rainstorm. While there he experiences ununsual feelings  as if he has been there before....                    
8138,"['Girish Karnad', 'Naseeruddin Shah', 'Smita Patil']",['Drama'],tt0074858,manthan,Dr.Rao (Girih Karnad) is a Vetinary doc  who comes to this village with the aim of starting a Milk Co-operative society for the welfare of the villagers. But the wealthy businessman ...                    
8139,"['Shashi Kapoor', 'Hema Malini', 'Rajendra Nath']",['Romance'],tt0359728,naach uthe sansaar,Karmu is a farmer in a village named Uthup and lives with his widowed mother. A village belle named Somu is attracted to him and would like to marry him. Karmu's mom approves of her  but ...                    
8140,"['Ajit Banerjee', 'Samit Bhanja', 'Mithun Chakraborty']",['Drama'],tt0074926,mrigayaa,In the 1930s  a group of tribals live in a small village in a forest in Odisha. A British administrator arrives at the village who is passionate about hunting. He befriends Ghinua  an exceptional archer.
8141,"['Sunil Dutt', 'Feroz Khan', 'Vinod Mehra']","['Action', 'Fantasy', 'Musical']",tt0074949,nagin,While Hunting a group kills a Male Shape Shifting Snake so his lover Snake takes female form to kill each hunter one by one. One of the hunter recognizes this plot he sets out to stop Shape shifting Nagin.
8142,"['Sunil Dutt', 'Saira Banu', 'Vinod Khanna']","['Action', 'Crime', 'Drama']",tt0074955,nehle pe dehla,A kingpin smuggler kills a police officer and succeeds in separating his teen-aged sons. The elder son who had vowed to take revenge  accidentally meets his younger brother. The two join forces to bust the smugglers gang.
8143,"['Dara Singh', 'Raman Khanna', 'Sona Mastan Mirza']",['Action'],tt0430508,raakhi aur rifle,The movie story deals with Gangasingh who kills Ranjitsingh for the latter having outraged the modesty of a poor servant girl. His younger sister brought up by a school teacher falls in ...                    
8144,"['Rishi Kapoor', 'Parveen Babi', 'Ashok Kumar']",['Action'],tt0380660,rangila ratan,Add a Plot »
8145,"['Mehmood', 'Vinod Mehra', 'Moushumi Chatterjee']",['Comedy'],tt0420139,sabse bada rupaiya,Generous and honest to a fault  multi-millionaire Amit Rai is always ready to lend a helping hand to the needy  even his business associates. His employee and close friend  Nekiram  warns ...                    
8146,"['Rehana Sultan', 'Romesh Sharma', '']",['Drama'],tt0269818,sajjo rani,Add a Plot »
8147,"['Feroz Khan', 'Vinod Khanna', 'Sulakshana Pandit']","['Action', 'Crime', 'Drama']",tt0358138,shankar shambhu,Inspector Ranjit Singh lives a middle-classed lifestyle along with his wife  Laxmi  a son  Pappu  and daughter  Pinky. When the National Bank is broken into one night  he gives chase to the...                    
8148,"['Vinod Khanna', 'Shabana Azmi', 'Utpal Dutt']",['Drama'],tt0259571,shaque,Vinod Joshi lives a middle-class existence with his wife  Meena  and a young son. He would like to improve upon his living conditions and ensure that his child enjoys life thoroughly. One ...                    
8149,"['Feroz Khan', 'Hema Malini', 'Neetu Singh']",['Drama'],tt0381585,sharafat chhod di maine,Raju and Preetha are in love.But he is disappointed when she marries another man due to pressure from her father. Raju can't take the betrayal an treats everyone women as playing thing.Raju...                    
8150,"['Ravi Kumar', 'Jaya Prada', 'Gummadi']","['Drama', 'Musical']",tt0156082,seeta kalyanam,The story of this film revolves around Sri Rama and Seetha's wedding.
8151,"['Rakhee Gulzar', 'Parikshat Sahni', 'Asrani']","['Drama', 'Family']",tt0165972,tapasya,Tapasya - meaning penance is the story of Indu  eldest child of Prof Chandrakant Sinha takes on the responsibility of rearing her younger siblings  Vinod  Madhu and the youngest sister. ...                    
8152,"['Jeetendra', 'Reena Roy', 'Asha Parekh']","['Action', 'Crime', 'Drama']",tt0298582,udhar ka sindur,Wealthy Dr. Shivnath decides to adopt an injured orphan named Rajkumar  who has been separated from his sister  Munni  much to the chagrin of his wife  Janki  who resents him and reserves ...                    
8153,"['Mala Sinha', 'Sanjeev Kumar', 'Vinod Mehra']","['Drama', 'Romance']",tt0320792,zindagi,Raghu Shukla lives in a small town in India with his wife  Sarojini; two sons - Naresh and Ramesh  who are married to Sudha and Shobha respectively  and altogether have three children  an ...                    
8154,"['Feroz Khan', 'Tanuja', '']","['Drama', 'Romance']",tt0177504,aaja sanam,Dr. Satish travels from the big city to a small village  where he can serve the poor who cannot afford to go to the city for medical treatment. Once in the village  he meets with Shanti  ...                    
8155,"['Saira Banu', 'Mohan Choti', 'Danny Denzongpa']","['Action', 'Crime', 'Drama']",tt0178174,aakhri dao,After pulling off his last job as a safe-cracker  Ravi decides he has had enough and decides to go straight. He gets a job looking after wood products as a manager with the owner  and his ...                    
8156,"['Ashok Kumar', 'Sanjeev Kumar', 'Rakesh Roshan']","['Drama', 'History', 'Romance']",tt0178180,aakraman,Ajay Verma is a major in the Indian army  and is principled  dedicated  and honest. His family has arranged his marriage with beautiful Sheetal  and both are to be married soon. Shortly ...                    
8157,"['Suchitra Sen', 'Sanjeev Kumar', 'Om Shivpuri']","['Drama', 'Romance']",tt0178186,aandhi,J.K. is a hotel Manager in a scenic location in India. One day he gallantly comes to the rescue of a drunk daughter  Aarti  of a politician  and chooses to be discrete about it. When she ...                    
8158,"['Shashi Kapoor', 'Sharmila Tagore', 'Moushumi Chatterjee']","['Drama', 'Romance']",tt0072642,anari,Raj(Shashi Kapoor) and Poonam (Sharmila Tagore) are sweethearts cursed with extreme poverty. Raj must provide for his family  and arrange for his sister's marriage. Poonam fights for ...                    
8159,"['Shatrughan Sinha', 'Zarina Wahab', 'A.K. Hangal']","['Action', 'Comedy', 'Crime']",tt0231155,anokha,Widower Hridaynath lives a poor lifestyle in Belapur where he works as a Head Master. Her instills national pride amongst his students and the villagers and gets them actively involved for ...                    
8160,"['Sanjeev Kumar', 'Leena Chandavarkar', 'Danny Denzongpa']","['Drama', 'Romance']",tt0297738,apne rang hazaar,Add a Plot »
8161,"['Dharmendra', 'Sanjeev Kumar', 'Rakesh Pandey']","['Crime', 'Drama', 'Mystery']",tt0373683,apne dushman,Brijesh is an airline pilot. While on duty one day  he comes across some men who are smugglers  and after a short tussle with them  he hands them over to the police. A lipstick containing a...                    
8162,"['Sameer Khan', 'Vani Ganpati', 'Imtiaz Khan']","['Crime', 'Drama', 'Thriller']",tt0259854,andhera,Deepak drives a car and tries to chase Asha seeing his driving her brother Ranjeet offers him to work with him as a driver.Asha and Deepak fall in love Ranjeet and his partners tell him to ...                    
8163,"['Baldev Khosa', 'Usha Solanki', 'Randhawa']",['Adventure'],tt0156319,balak aur janwar,Add a Plot »
8164,"['Dharmendra', 'Saira Banu', 'Bindu']",['Drama'],tt0244457,chaitali,Add a Plot »
8165,"['Ashok Kumar', 'Shashi Kapoor', 'Neetu Singh']",['Drama'],tt0243550,shankar dada,Dreaded gangster Babubhai is involved in all possible criminal activities. Of late his activities are being sabotaged by a fellow criminal named Shankar Dada. Babubhai entraps him with the ...                    
8166,"['Randhir Kapoor', 'Rekha', 'Ajit']","['Drama', 'Mystery']",tt0359129,dafaa 302: indian penal code section 302 (section of murder),Mohan Lal lives in a small rural town in India with his mother  and twin brother  Shankar. In order to improve their lifestyle  Shankar decides to re-locate to Bombay  with hopes to find a ...                    
8167,"['Prem Nath', 'Feroz Khan', 'Hema Malini']","['Action', 'Romance', 'Thriller']",tt0361505,dharmatma,Wealthy  powerful and influential Seth Dharamdas leads a financially secure life in a palatial mansion. He is known to come to the aid of all people who are beyond any hope of assistance  ...                    
8168,"['Ashok Kumar', 'Shashi Kapoor', 'Zeenat Aman']","['Comedy', 'Musical', 'Romance']",tt0246493,chori mera kaam,Bhola Nath is a young petty criminal/robber/pickpocket whom works with a female acomplice and his former lover  Sharmii. Bhola unknowlingly is the illigetimate son of a police officer  ...                    
8169,"['Dharmendra', 'Sharmila Tagore', 'Amitabh Bachchan']","['Comedy', 'Drama', 'Romance']",tt0072783,chupke chupke,A newly wedded husband plays a practical joke on his wife's family with full support from his wife and friends.
8170,"['Amitabh Bachchan', 'Shashi Kapoor', 'Nirupa Roy']","['Action', 'Crime', 'Drama']",tt0072860,deewaar,Vijay struggles as a dockworker. Eventually  he becomes a leading figure of the underworld  while his younger brother  Ravi  is an educated  upright policeman. This divide causes problems in their relationship.
8171,"['Raj Kapoor', 'Randhir Kapoor', 'Rekha']","['Drama', 'Family']",tt0072870,dharam karam,Shankar is a hoodlum who lives in a shanty hut with his pregnant wife  Kanta  and makes a living as a career criminal. He prays to Lord Shiv that if he is blessed with a male child  he will...                    
8172,"['Lalu Ram', 'Madan Lal', 'Babu Das']",['Drama'],tt0155606,charandas chor,The film is derived from a classic folktale  originally narrated by Vijaydan Detha  and interpreted as a folk play by Habib Tanvir. The film charts the tumultuous life of a petty thief  ...                    
8173,"['Uttam Kumar', 'Sharmila Tagore', 'Prema Narayan']","['Drama', 'Family']",tt0246420,amanush,Madhusudan Chaudhary lives in a small fishing village in West Bengal  India  along with his wealthy but aging paternal uncle  who trusts him and lets him handle their estate and business. ...                    
8174,"['Bindu', 'Laxmi Chhaya', 'Mohan Choti']",['Comedy'],tt0315487,dhoti lota aur chowpatty,An assortment of characters living near Juhu  Chowpatty  meet  share comic  romantic  and fight scenes. This movie is remebered for the reverse casting as main heros such as Dharam and ...                    
8175,"['Raj Kapoor', 'Rajendra Kumar', 'Shailendra Singh']","['Comedy', 'Mystery']",tt0361515,do jasoos,Two bumbling  middle-aged private detectives  Dharamchand and Karamchand  are assigned to locate the missing daughter  Asha  of a multi-millionaire. Their adventures take them to a gangster...                    
8176,"['Vinod Mehra', 'Moushumi Chatterjee', 'Pran']",['Romance'],tt0370468,do jhoot,Add a Plot »
8177,"['Shatrughan Sinha', 'Hema Malini', '']","['Action', 'Crime', 'Drama']",tt0247296,do thug,Add a Plot »
8178,"['David Abraham', 'Agha', 'Nasir Hussain']","['Drama', 'Family']",tt0314005,dulhan,A poor  small time village belle reside in Bombay  India. She is the sole owner of only the clothes that she wore  her name is Radha. Her life is shattered as her husband had a sudden ...                    
8179,"['Ashok Kumar', 'Dharmendra', 'Sharmila Tagore']","['Drama', 'Family']",tt0214663,ek mahal ho sapno ka,Vishal is a poet and lives a middle-class lifestyle with his widowed and wheelchair-bound mom. He is in love with Aruna  who works with a publishing company. Due to his forthrightness  ...                    
8180,"['Sanjeev Kumar', 'Sharmila Tagore', 'Amitabh Bachchan']","['Action', 'Crime', 'Drama']",tt0072972,faraar,When two lovers separated due to financial circumstance are reunited several years later under one roof  sparks fly and emotions run high. How will they resolve this relationship?
8181,"['Urmila Bhatt', 'Iftekhar', 'Jankidas']",['Drama'],tt0277761,jaan hazir hai,Add a Plot »
8182,"['Sunil Dutt', 'Mallika Sarabhai', 'Ranjeet']","['Action', 'Adventure', 'Drama']",tt0073112,himalay se ooncha,After losing his two younger brothers on a mountain climbing expedition  Vijay (Sunil Dutt) swears to his sorrowing mother (Achala Sachdev) that he will never undertake any expedition again...                    
8183,"['Sachin', 'Sarika', 'Urmila Bhatt']","['Comedy', 'Drama', 'Family']",tt0165795,geet gaata chal,Durga Babu  and his wife  Ganga  comes across Shyam  an orphan  who sings and dances on special occasions  and decide to take him home. Shyam meets with their daughter  Radha  and she ...                    
8184,"['Indira Bansal', 'Master Bhagwan', 'Bindu']",['Crime'],tt0872207,jaggu,Jagtap alias Jaggu has taken to crime as a career and has the police on the lookout for him. The police manage to apprehend Jaggu's associate  Kaalia  who decides to act as an informant for...                    
8185,"['Bharat Bhushan', 'Ashish Kumar', 'Kanan Kaushal']","['Adventure', 'Drama', 'Family']",tt0073191,jai santoshi maa,Satyavati lives a poor lifestyle along with her widower dad in Sonarpur  and is a devotee of Devi Maa Santoshi  (the daughter of Bhagwan Shri Ganesh  who had created her so that his two ...                    
8186,"['Lakshmi', 'Vikram Makandar', 'Nadira']","['Drama', 'Family', 'Musical']",tt0187192,julie,Julie is an anglo-Indian girl with a loving  but alcoholic father and a domineering mother  a younger brother and sister. She falls in love with her best friend's brother Shashi ...                    
8187,"['Sarika', 'Reena Ghosh', 'Master Mithu']",['Drama'],tt0230389,kaagaz ki nao,A social drama  it tackles the contradictions prevalent in society. Kumar  a respectable wealthy man to the outside world  in fact leads a life of debauchery. His son is just the contrary ...                    
8188,"['Feroz Khan', 'Parveen Babi', 'Prem Chopra']","['Action', 'Thriller']",tt0073224,kaala sona,Multi-millionaire businessman  Rakesh gets word from his servant  Ramdas that his father has been killed several years ago by a bandit named Poppy Singh and that Poppy Singh is still alive ...                    
8189,"['Dharmendra', 'Biswajit Chatterjee', 'Hema Malini']","['Action', 'Family']",tt0367922,kahte hain mujhko raja,Add a Plot »
8190,"['Rishi Kapoor', 'Neetu Singh', 'Rakesh Roshan']","['Comedy', 'Romance', 'Thriller']",tt0073236,khel khel mein,Three youngsters play a prank on a wealthy jeweller but later find themselves framed for murder by a mysterious criminal.
8191,"['Randhir Kapoor', 'Mumtaz', 'Pran']","['Drama', 'Family']",tt0175837,lafange,Beautiful Sapna lives with her wealthy father  Dhanraj  and a younger brother in a palatial house. Her father comes across some valuable diamonds and conceals them in a secret place. While ...                    
8192,"['Jeetendra', 'Hema Malini', 'Durga Khote']","['Drama', 'Family', 'Musical']",tt0215900,khushboo,Kusum and Brindavan are two small children living in a small village in India. Both love each other  and decide to marry when they grow up. Kusum has his name tattooed on her arm. But fate ...                    
8193,"['Sanjeev Kumar', 'Sharmila Tagore', 'Om Shivpuri']","['Musical', 'Romance']",tt0151511,mausam,A medical student  Amarnath meets and falls in love with the daughter of a herbal medicine healer  Chanda while preparing for his exams in Darjeeling. He returns to Calcutta to sit his ...                    
8194,"['Vinod Mehra', 'Moushumi Chatterjee', 'Aruna Irani']",['Comedy'],tt0298437,mazaaq,Orphaned at an early age  and brought up in an orphanage home in Bombay  Vinod search for employment is all in vain. One day he rescues Dr. A. Irani from a fire  and when she recovers  he ...                    
8195,"['Navin Nischol', 'Rakhee Gulzar', 'Ajit']","['Drama', 'Romance']",tt0359687,mere sajna,Add a Plot »
8196,"['Jaya Bachchan', 'Amitabh Bachchan', 'Usha Kiran']","['Drama', 'Family', 'Musical']",tt0073391,mili,A reclusive  depressed man and a bubbly young woman fall in love but then find out that she has cancer.
8197,"['Vijay Arora', 'Moushumi Chatterjee', 'Snehlata']",['Drama'],tt0359738,natak,Add a Plot »
8198,"['Girish Karnad', 'Shabana Azmi', 'Anant Nag']","['Crime', 'Drama']",tt0073458,nishant,Vishwam (Naseeruddin Shah) is the youngest brother of the powerful and influential village Zamindar (Amrish Puri). The Zamindar will not hesitate to do anything for the welfare and ...                    
8199,"['Randhir Kapoor', 'Neeta Mehta', 'Danny Denzongpa']","['Action', 'Comedy', 'Drama']",tt0318584,ponga pandit,Haridwar-based Neelkanth Pandey and Shambhu Nath get their children  Bhagwantiprasad and Parvati respectively  married. Whille Shambhu re-locates to live in Bombay  Neelkanth continues to ...                    
8200,"['Dharmendra', 'Hema Malini', 'Ajit']","['Action', 'Comedy', 'Drama']",tt0216110,pratiggya,A truck driver learns from his foster mother about the murder of his parents at the hands of a bandit and sets out to avenge them.
8201,"['Rishi Kapoor', 'Neetu Singh', 'Rajendra Nath']","['Action', 'Comedy', 'Drama']",tt0155997,rafoo chakkar,On the run from murderers  two men disguise themselves as women and join an all girl band.
8202,"['Moushumi Chatterjee', 'Vinod Mehra', 'Danny Denzongpa']",['Drama'],tt0431350,raftaar,City-based Vikram is hired as a Manager by Kumar  a wealthy businessman  and asked to report for duty to a distant town in rural India. Vikram arrives there and carries out his duties. He ...                    
8203,"['Rajendra Kumar', 'Asha Parekh', 'Baby Rani']","['Fantasy', 'Musical']",tt0246190,rani aur lalpari,Rani is a child who is being brought up by her mother  Kamla  as her dad has gone out of the town on business. Both mother and daughter live with their cruel and selfish relatives. One day ...                    
8204,"['Saira Banu', 'Dharmendra', 'Dev Kumar']","['Action', 'Crime', 'Thriller']",tt0430561,saazish,A beauty queen is caught up in international intrigue aboard a luxury yacht  and begins to suspect she cannot trust anyone  not even her race-car driver boyfriend.
8205,"['Shashi Kapoor', 'Sulakshana Pandit', 'Mehmood']","['Action', 'Thriller']",tt0395743,salaakhen,In-separable childhood friends  Raju and Guddi are separated when Guddi's dad  Ramlal is arrested by the police for theft. Years later Guddi is now a cabaret dancer and singer  Seema  while...                    
8206,"['Rajesh Khanna', 'Shashi Kapoor', 'Mumtaz']","['Action', 'Drama', 'Musical']",tt0073569,prem kahani,Rajesh Narain lives a poor lifestyle in a small town in British India along with his brother  Brijesh  Bhabi  and a niece  Munni. He attends college and has a sweetheart in wealthy Kamini ...                    
8207,"['Vinod Khanna', 'Neetu Singh', 'Ranjeet']",['Drama'],tt0359960,sewak,Tells the saga of a honest youth  who  in spite of knowing that his father  a clerk in a rich Tekhedars house  was killed while serving his master  suffers all indignity heaped on him  ...                    
8208,"['Manoj Kumar', 'Hema Malini', 'Prem Nath']","['Drama', 'Family']",tt0073657,sanyasi,Renukadevi is widowed and the mother of a son named Ram. Her husband had indulged in all possible vices  and passed away unexpectedly. Her father-in-law  Rai  does not want Ram to repeat ...                    
8209,"['Rajendra Kumar', 'Mala Sinha', 'Hema Malini']","['Drama', 'Family']",tt0276542,sunehra sansar,Shankarlal's dying wife asks his younger brother  Chandrashekhar  to marry an orphan named Laxmi  to which Chandrashekhar reluctantly agrees. They do get married  and soon have three ...                    
8210,"['Ashok Kumar', 'Sanjeev Kumar', 'Sulakshana Pandit']",['Mystery'],tt0230913,uljhan,After a long murder investigation  a police investigator finds the killer closer to home than he imagined.
8211,"['Sanjeev Kumar', 'Dharmendra', 'Amitabh Bachchan']","['Action', 'Adventure', 'Comedy']",tt0073707,sholay,After his family is murdered by a notorious and ruthless bandit  a former police officer enlists the services of two outlaws to capture the bandit.
8212,"['Sunil Dutt', 'Jeetendra', 'Vinod Mehra']","['Action', 'Thriller']",tt0073837,umar qaid,Vinod a customs officer  who is sentenced to a life term for the murder of a smuggler  escapes from jail with another convict who had killed the smuggler to avenge the brutal rape and ...                    
8213,"['Vinod Mehra', 'Reena Roy', 'Narendra Nath']",['Drama'],tt0247015,vardaan,After being thrown out of his house by his father  the smuggler Sunder is forced to live a simple life and in doing so manages to reform himself and become the good son that his father always dreamed of.
8214,"['Parikshat Sahni', 'Sadhana', 'Bindu']",['Family'],tt0824414,vandana,Add a Plot »
8215,"['Dev Anand', 'Zeenat Aman', 'Pran']","['Action', 'Thriller']",tt0158356,warrant,During a jail riot instigated by convict Jaggu (Joginder)  the Jailer  Arun Mehra's (Dev Anand) life is threatened and another convict  Dinesh (Satish Kaul)  risks his life to save Arun. ...                    
8216,"['Sunil Dutt', 'Asha Parekh', 'Rakesh Roshan']","['Crime', 'Drama', 'Musical']",tt0073923,zakhmee,On the night of his marriage to Asha (Asha Parekh)  Anand (Sunil Dutt) is arrested for allegedly murdering his business partner  and held in prison until his trial takes place. Anand ...                    
8217,"['Shammi Kapoor', 'Saira Banu', 'Amitabh Bachchan']","['Action', 'Drama']",tt0073924,zameer,Multi-millionaire Thakur Maharaj Singh owns a stud-farm with several derby-winning stallions. Unfortunately for him his farm is soon attacked by Bandit  Maan Singh and his gang forcing ...                    
8218,"['Rishi Kapoor', 'Neetu Singh', 'Zaheera']","['Action', 'Romance']",tt0360231,zinda dil,This is the story of two brothers and a father. The brothers are twins Arun Sharma  and Kewal Sharma (both played by Rishi Kapoor)  and the father is Major Hemraj Sharma (Pran)  a war ...                    
8219,"['Navin Nischol', 'Rekha', 'Urmila Bhatt']","['Action', 'Adventure', 'Comedy']",tt0368465,zorro,Maharaj Bahadur Singh falls in love with Parvati  gets intimate with her  resulting in her getting pregnant  but he is forced to get married to a much wealthier woman. After giving birth to...                    
8220,"['Sudhir Dalvi', 'Rakhee Gulzar', 'Sadhu Meher']",['Drama'],tt0071083,27 down,Sanjay is on a pilgrimage journey to Varanasi and remembers his life in flashbacks.
8221,"['Raaj Kumar', 'Mala Sinha', 'Sunil Dutt']","['Action', 'Crime', 'Drama']",tt0071307,36 ghante,Three jailed convicts  Himmat  his brother Ajit  and Dilawar Khan break out of prison and take over the household of Editor Ashok Rai. The convicts will continue to hold the family hostage until their associate  Kamini contacts them in person.
8222,"['Rakesh Khanna', 'Rajesh Khanna', 'Ambika Johar']","['Action', 'Comedy']",tt0231592,5 rifles,An Indian ruler struggles to rescue her family and liberate her land from the British.
8223,"['Rajesh Khanna', 'Mumtaz', 'Sanjeev Kumar']","['Drama', 'Romance']",tt0175423,aap ki kasam,Rajesh Khanna plays Mumtaz's jealous husband who begins to doubt her fidelity when his best friend Sanjeev Kumar enters their lives. She is unable to convince Rajesh Khanna that she loves ...                    
8224,"['Vinod Khanna', 'Saira Banu', 'Vinod Mehra']",['Drama'],tt0154108,aarop,The story of three friends  Subhash (Vinod Khanna)  the fiery editor of a weekly newspaper called Mashal  Aruna (Saira)  a school teacher who helps to run the paper  and Ravi (Vinod Mehra) ...                    
8225,"['Rajesh Khanna', 'Zeenat Aman', 'Prem Chopra']","['Drama', 'Romance']",tt0268129,ajanabee,Middle-classed young and dashing Rohit Kumar Saxena falls in love with wealthy and lovely Reshmi  and both decide to get married. Reshmi's dad  the wealthy Diwan Sardarilal is strongly ...                    
8226,"['Rajesh Khanna', 'Sharmila Tagore', 'Dina Pathak']","['Drama', 'Family', 'Romance']",tt0156258,aavishkar,Amar and Mansi are in love  and decide to get married. They do so  and still continue to be in love. They get to their first wedding anniversary  and decide to hire a taxi-cab for a day  ...                    
8227,"['Dev Anand', 'Hema Malini', 'Prem Nath']","['Action', 'Thriller']",tt0233202,amir garib,Manmohan alias Moni lives a dual life. One as a magician  and the other as a thief with the name of Bhagula Bhagat  whose prime agenda is to rob the rich  and spread the wealth with the ...                    
8228,"['Shabana Azmi', 'Sadhu Meher', 'Anant Nag']",['Drama'],tt0071145,ankur,Laxmi lives a poor lifestyle in a small village in India along with her husband  Kishtaya  who is a deaf-mute. Both husband and wife work for the wealthy landlord. The landlord's son  Surya...                    
8229,"['Yogeeta Bali', 'Iftekhar', 'Jagdeep']","['Drama', 'Romance']",tt0357451,azad mohabbat,Add a Plot »
8230,"['Kishore Kumar', 'I.S. Johar', 'Sheetal']",['Drama'],tt0233281,badhti ka naam dadhi,A multimillionaire  who has no heir  decides to leave his wealth to the person who has the longest beard.
8231,"['Zaheera', 'Vikram Makandar', 'Iftekhar']","['Drama', 'Family', 'Romance']",tt0370383,call girl,Amar returns from abroad and is asked by his multi-millionaire dad  Sonachand  to assist with their family business  Amar agrees to do so  on the condition that he spends the rest of the ...                    
8232,"['Amitabh Bachchan', 'Moushumi Chatterjee', 'Satyendra Kapoor']","['Drama', 'Mystery', 'Thriller']",tt0071205,benaam,After helping a stabbing victim to the hospital  a man begins to receive anonymous threats. The only way to save his wife and child is to unravel the mystery of the killer's identity.
8233,"['Jeetendra', 'Leena Chandavarkar', 'Durga Khote']","['Drama', 'Family', 'Musical']",tt0246462,bidaai,After his business partner embezzles money and leaves him penniless  Parvati's husband passes away  leaving behind two sons  Prabhakar and Sudhakar  & a dumb daughter  Gauri  virtually on ...                    
8234,"['Sharmila Tagore', 'Sanjeev Kumar', 'Yogeeta Bali']","['Drama', 'Family']",tt0268217,charitraheen,The movie is about an innocent Sharmila Tagore  who meets Sanjeev Kumar and they fall in love with each other. A twist in the story happens and he gets married to another girl (Yogeeta Bali...                    
8235,"['Shammi Kapoor', 'Sadhana', 'Shashikala']","['Crime', 'Drama']",tt0315389,chhote sarkar,Add a Plot »
8236,"['Vijay Anand', 'Birbal', 'Leena Chandavarkar']","['Crime', 'Drama']",tt0276861,chor chor,Add a Plot »
8237,"['Shashi Kapoor', 'Mumtaz', 'Asrani']","['Action', 'Musical', 'Romance']",tt0175530,chor machaye shor,Vijay is a happy go lucky engineer in love with Rekha  the charming daughter of Seth Jagdish Prasad a multimillionaire who is not so happy with his daughter's love affair. But before Vijay ...                    
8238,"['Utpal Dutt', 'Ajit Banerjee', 'Shekhar Chatterjee']","['Drama', 'Fantasy']",tt0071317,chorus,It begins like a fairy tale. It starts with a ritual. A bard appears on the screen and sings.Glory be the new gods who have descended to the Earth.The chairman of the gods  concerned over ...                    
8239,"['Sanjeev Kumar', 'Yogeeta Bali', 'Vinod Khanna']",['Drama'],tt0429776,chowkidar,"Chowkidar in English is ""watchman"" or in looser terms  custodian of village security.......... Rural India in the 'seventies still had a dynamic that traces its roots to hereditary large ...                    "
8240,"['Randhir Kapoor', 'Jaya Bachchan', 'Satyendra Kapoor']","['Comedy', 'Romance']",tt0155668,dil diwana,Vijay lives a wealthy lifestyle with his widowed grandmother in a palatial house. He spends all day in bed  and all night in the company of at least one girlfriend. He travels to Kashmir  ...                    
8241,"['Ramesh Sharma', 'Romesh Sharma', 'Jaya Bachchan']","['Drama', 'Family']",tt0357610,doosri sita,Add a Plot »
